word	lemma
abandonné	abandonné
information	information
joindre	joindre
proches	proche
brian	brian
droits	droit
eric	eric
nerveux	nerveux
coupé	coupé
patients	patient
invités	inviter
arrivés	arriver
descends	descendre
pleure	pleurer
traitement	traitement
jerry	jerry
senti	sentir
cancer	cancer
répète	répéter
reposer	reposer
regrette	regretter
aide-moi	aide-moi
flingue	flingue
cousin	cousin
désormais	désormais
vérifié	vérifier
crains	craindre
douche	douche
gaz	gaz
interdit	interdire
théorie	théorie
scott	scott
trace	trace
contrôler	contrôler
signer	signer
no	no
demandes	demande
internet	internet
andy	andy
cherchez	chercher
salon	salon
pete	pete
serons	être
appels	appel
lancer	lancer
protection	protection
pantalon	pantalon
rappelles	rappeler
dossiers	dossier
style	style
ravie	ravir
semblant	semblant
yeah	yeah
kim	kim
offert	offrir
vieil	vieux
humaine	humain
grandi	grandir
médicaments	médicament
acte	acte
moyens	moyen
lois	loi
kate	kate
meurs	mourir
laisserai	laisser
aéroport	aéroport
mauvaises	mauvais
détective	détective
autrement	autrement
témoins	témoin
queue	queue
coincé	coincer
mariés	marier
sonne	sonner
innocent	innocent
dira	dire
créé	créé
jason	jason
supporter	supporter
milliers	millier
heu	heu
infirmière	infirmier
métier	métier
crétin	crétin
retirer	retirer
surveillance	surveillance
chances	chance
oreilles	oreille
trouvera	trouver
suicide	suicide
militaire	militaire
atteindre	atteindre
fuir	fuir
casse	casse
dormi	dormir
pilote	pilote
rires	rire
appelée	appeler
risques	risque
leçon	leçon
paquet	paquet
man	man
défendre	défendre
immeuble	immeuble
récemment	récemment
chinois	chinois
battu	battu
aveugle	aveugle
oiseau	oiseau
qu	qu
propriétaire	propriétaire
ancienne	ancien
veste	veste
anna	anna
simon	simon
saviez	savoir
amies	amie
cherché	chercher
tirez	tirer
al	al
différents	différent
gardez	garder
feras	faire
lisa	lisa
lis	lis
station	station
mandat	mandat
assassin	assassin
thomas	thomas
célèbre	célèbre
dort	dormir
bague	bague
dépêche-toi	dépêche-toi
tente	tente
devenue	devenir
ventre	ventre
carter	carter
respire	respirer
haute	haute
connaissais	connaître
genoux	genou
terme	terme
vert	vert
emily	emily
refusé	refuser
hâte	hâte
réveiller	réveiller
commande	commande
commun	commun
souris	souris
partons	partir
perdue	perdre
dirige	diriger
verras	voir
charmant	charmant
chante	chanter
sport	sport
celle-ci	celui-ci
viré	virer
ies	ies
fiston	fiston
étoiles	étoiler
laisses	laisser
parlant	parlant
là-dessus	là-dessus
signé	signer
virer	virer
permettre	permettre
pouvoirs	pouvoir
luke	luke
pluie	pluie
passez	passer
vrais	vrai
enlevé	enlevé
moments	moment
blesser	blesser
ombre	ombre
rome	rome
épisode	épisode
talent	talent
chocolat	chocolat
assurance	assurance
angleterre	angleterre
couche	couche
site	site
neige	neige
gardé	gardé
chemise	chemise
ted	ted
voulaient	vouloir
emploi	emploi
précédemment	précédemment
surveiller	surveiller
privée	priver
entière	entier
saint	saint
parlent	parler
réfléchi	réfléchir
my	my
attendent	attendre
jette	jeter
facilement	facilement
joues	joue
jury	jury
passera	passer
voleur	voleur
véritable	véritable
entend	entendre
chaise	chaise
accusé	accuser
zéro	zéro
clairement	clairement
mouvement	mouvement
celles	celui
sommeil	sommeil
blancs	blanc
survivre	survivre
semblait	sembler
o	o
craint	craindre
traduction	traduction
notes	note
repos	repos
siège	siège
policier	policier
allés	aller
puissance	puissance
familles	famille
second	second
cellule	cellule
engagé	engagé
adorable	adorable
matt	matt
spéciale	spéciale
violence	violence
ours	ours
gorge	gorge
examen	examen
dieux	dieu
major	major
obtenu	obtenir
évident	évident
distance	distance
titre	titre
lundi	lundi
choc	choc
différentes	différent
théâtre	théâtre
exploser	exploser
â	â
rivière	rivière
paye	paye
allo	allo
revenez	revenir
écoutes	écouter
logique	logique
alice	alice
miracle	miracle
lève	lève
montagne	montagne
essayais	essayer
pauvres	pauvre
tenu	tenu
chicago	chicago
auprès	auprès
lèvres	lèvre
plat	plat
lunettes	lunette
journaux	journal
attaquer	attaquer
mine	mine
pistolet	pistolet
divorce	divorce
noirs	noir
meurtres	meurtre
premiers	premier
forêt	forêt
respirer	respirer
fortune	fortune
réponses	réponse
devraient	devoir
explosion	explosion
reviendra	revenir
mène	mener
doc	doc
maria	marier
responsabilité	responsabilité
annie	annie
erreurs	erreur
principal	principal
épée	épée
tienne	tien
travaillait	travailler
tableau	tableau
cabinet	cabinet
normale	normale
alerte	alerte
meurtrier	meurtrier
whoa	whoa
libérer	libérer
commis	commis
sérieuse	sérieux
carl	carl
sous-titrage	sous-titrage
rock	rock
vision	vision
réveillé	réveiller
auront	avoir
mesure	mesure
arthur	arthur
kyle	kyle
ed	ed
louis	louis
1er	1er
secrétaire	secrétaire
dave	dave
images	image
fuite	fuite
amitié	amitié
annonce	annonce
pousser	pousser
william	william
idiote	idiot
nombreux	nombreux
brisé	brisé
raconté	raconter
cardiaque	cardiaque
minuit	minuit
humeur	humeur
physique	physique
prof	prof
lieux	lieu
los	los
seins	sein
crier	crier
top	top
go	go
permission	permission
romantique	romantique
lac	lac
vente	vente
vache	vache
suit	suivre
clark	clark
courses	course
casser	casser
études	étude
modèle	modèle
susan	susan
version	version
jeff	jeff
pensées	penser
prudent	prudent
plaisante	plaisanter
emmené	emmener
réfléchis	réfléchir
concert	concert
blessure	blessure
tir	tir
chauffeur	chauffeur
midi	midi
souvenez	souvenir
puissant	puissant
moteur	moteur
répond	répondre
hmm	hmm
city	city
coûte	coûter
reculez	reculer
dessous	dessous
souffle	souffler
construire	construire
démon	démon
achète	acheter
smith	smith
caméras	caméra
pousse	pousse
cesse	cesser
gare	gare
rentrée	rentrée
finit	finir
bosse	bosse
kelly	kelly
fer	fer
couilles	couille
quiconque	quiconque
vole	vole
ignorais	ignorer
soutien	soutien
usine	usine
château	château
lâche-moi	lâche-moi
ont-ils	ont-ils
garage	garage
délicieux	délicieux
oreille	oreille
virus	virus
réellement	réellement
posé	poser
avancer	avancer
maisons	maison
voisins	voisin
dites-lui	dites-lui
deviens	devenir
sage	sage
crédit	crédit
ambulance	ambulance
gamins	gamin
fière	fier
tourné	tourner
puce	puce
finie	finir
canon	canon
liquide	liquide
devine	deviner
particulier	particulier
prennent	prendre
traverser	traverser
rues	rue
park	park
criminel	criminel
cependant	cependant
sombre	sombre
agence	agence
comportement	comportement
artiste	artiste
bosser	bosser
gouverneur	gouverneur
paroles	parole
résoudre	résoudre
chut	choir
période	période
bat	bat
seraient	être
bébés	bébé
cherches	chercher
e	e
croyez-moi	croyez-moi
donnes	donner
préparé	préparer
soucis	souci
traiter	traiter
street	street
différente	différent
reconnais	reconnaître
bye	bye
pourriez-vous	pourriez-vous
fromage	fromage
essence	essence
ayant	avoir
côte	côte
tenté	tenter
chaleur	chaleur
tests	test
champagne	champagne
objet	objet
ouai	ouai
disparaître	disparaître
oiseaux	oiseau
re	r
europe	europe
supposé	supposer
supplie	supplier
tournée	tournée
résultat	résultat
roger	roger
concernant	concerner
vérifie	vérifier
souffrir	souffrir
occupée	occuper
fusil	fusil
gardien	gardien
déranger	déranger
verrai	voir
fatiguée	fatiguer
vote	vote
dégagez	dégager
anciens	ancien
voila	voiler
tués	tuer
forcément	forcément
cadeaux	cadeau
herbe	herbe
b	b
menteur	menteur
vivante	vivant
riches	riche
vive	vive
sacrée	sacrer
taylor	taylor
adulte	adulte
siècle	siècle
attente	attente
endroits	endroit
écris	écrire
rapports	rapport
piscine	piscine
rentrez	rentrer
lendemain	lendemain
fumer	fumer
concours	concours
ment	mentir
monté	monter
passait	passer
vous-même	vous-même
inviter	inviter
coach	coach
fausse	faux
élevé	élevé
chair	chair
magique	magique
chaîne	chaîne
chèque	chèque
réseau	réseau
enfance	enfance
mensonges	mensonge
pourrions	pouvoir
choisis	choisir
taire	taire
inquiet	inquiet
enfuir	enfuir
bel	bel
profiter	profiter
science	science
revenue	revenue
billet	billet
crâne	crâne
jaloux	jaloux
tien	tien
arrestation	arrestation
laver	laver
nuits	nuit
caisse	caisse
scientifique	scientifique
russe	russe
cris	cri
traité	traité
attaqué	attaquer
écoutez-moi	écoutez-moi
montez	monter
sean	sean
promesse	promesse
sénateur	sénateur
blessures	blessure
sucre	sucre
murs	mur
attrape	attrape
représente	représenter
emma	emma
esprits	esprit
cloche	cloche
phil	phil
cia	cia
réputation	réputation
étudier	étudier
trompe	trompe
chute	chute
jackson	jackson
demi	demi
devra	devoir
plainte	plainte
grand-chose	grand-chose
tim	tim
joey	joey
sorcière	sorcière
venant	venant
alan	alan
californie	californie
tenue	tenue
journaliste	journaliste
soyons	être
chouette	chouette
karen	karen
aurons	avoir
avocats	avocat
cherchais	chercher
angeles	angeles
surveille	surveiller
département	département
abandonne	abandonner
prendrai	prendre
peinture	peinture
refaire	refaire
honnêtement	honnêtement
opinion	opinion
geste	geste
étais-tu	étais-tu
gaffe	gaffe
empire	empire
aient	avoir
pizza	pizza
seriez	être
fan	fan
poitrine	poitrine
y'	y'
jenny	jenny
lorsqu'	lorsque
médecins	médecin
remonte	remonter
aventure	aventure
réglé	régler
mac	mac
abby	abby
barre	barre
foyer	foyer
jean	jean
amuse	amuser
mener	mener
uniforme	uniforme
cauchemar	cauchemar
soupe	soupe
intelligente	intelligent
jus	jus
prêtre	prêtre
lily	lily
trompé	tromper
chuck	chuck
corde	corde
champion	champion
somme	sommer
conférence	conférence
commissaire	commissaire
répondez	répondre
attrapé	attraper
red	red
racontes	raconter
deviner	deviner
recommencer	recommencer
dis-tu	dis-tu
complet	complet
crimes	crime
maggie	maggie
crème	crème
construit	construire
excusez	excuser
entraînement	entraînement
centaines	centaine
calmer	calmer
joueur	joueur
couloir	couloir
horreur	horreur
propriété	propriété
admettre	admettre
matériel	matériel
verrez	voir
foule	foule
st	st
réaction	réaction
ennuie	ennuyer
laura	laura
pub	pub
hiver	hiver
manteau	manteau
pis	pis
débile	débile
trouverai	trouver
conseiller	conseiller
humanité	humanité
studio	studio
josh	josh
lapin	lapin
désert	désert
combattre	combattre
big	big
julie	julie
boutique	boutique
fonds	fonds
voient	voir
états-unis	états-unis
reviendrai	revenir
ramené	ramener
discussion	discussion
connaissait	connaître
vegas	vegas
sir	sir
fiancée	fiancée
remonter	remonter
incendie	incendie
arbres	arbre
conseils	conseil
géniale	génial
messages	message
ex	ex
surface	surface
appellent	appeler
atteint	atteint
recommence	recommencer
curieux	curieux
lucy	lucy
ascenseur	ascenseur
mars	mars
apprend	apprendre
abri	abri
larmes	larme
dites-vous	dites-vous
impliqué	impliquer
répéter	répéter
pardonner	pardonner
donnerai	donner
soi	soi
marine	marine
cadavre	cadavre
o.k.	o.k.
front	front
uniquement	uniquement
traîner	traîner
rare	rare
permet	permettre
stan	stan
parking	parking
morceaux	morceau
réussir	réussir
morgan	morgan
empêche	empêcher
traversé	traverser
américaine	américaine
hank	hank
décide	décider
doué	doué
gloire	gloire
gang	gang
communauté	communauté
plaisantes	plaisanter
déclaration	déclaration
jones	jones
portait	porter
croient	croire
projets	projet
frontière	frontière
saute	saute
hais	haïr
laissée	laisser
suivez-moi	suivez-moi
prénom	prénom
tenter	tenter
liaison	liaison
cérémonie	cérémonie
fasses	faire
vivent	vivre
ho	ho
océan	océan
vélo	vélo
aimerait	aimer
réaliser	réaliser
poupée	poupée
navire	navire
saches	savoir
parties	partie
patrick	patrick
remplacer	remplacer
prisonnier	prisonnier
ménage	ménage
porté	porté
employés	employer
dépêchez-vous	dépêchez-vous
bouton	bouton
acteur	acteur
show	show
julia	julia
mardi	mardi
juré	juré
barry	barry
médecine	médecine
restera	rester
lourd	lourd
chargé	chargé
au-delà	au-delà
survécu	survivre
bite	bite
soudain	soudain
voyais	voir
travailles	travailler
prévenu	prévenir
regardez-moi	regardez-moi
baisse	baisse
filer	filer
rompu	rompu
véhicule	véhicule
sauve	sauver
rencontrés	rencontrer
emmerde	emmerde
estomac	estomac
donna	donner
couvrir	couvrir
meilleures	meilleur
rater	rater
terminée	terminer
fred	fred
tâche	tâcher
réserve	réserve
brûler	brûler
chou	chou
réveille	réveiller
sentez	sentir
ferme-la	ferme-la
réveille-toi	réveille-toi
etait	etait
origine	origine
rêvé	rêver
gary	gary
pouviez	pouvoir
poursuivre	poursuivre
actions	action
tapis	tapis
absence	absence
lâcher	lâcher
tempête	tempête
um	um
souffre	souffrir
touchez	toucher
cents	cent
rempli	remplir
écran	écran
dis-le	dis-le
victor	victor
affreux	affreux
enterrement	enterrement
inconnu	inconnu
venger	venger
team	team
feriez	faire
sara	sara
inventé	inventer
installer	installer
ya	ya
va-t-il	va-t-il
rythme	rythme
étudiants	étudiant
pratique	pratique
whisky	whisky
calmez-vous	calmez-vous
travaillez	travailler
ballon	ballon
équipage	équipage
signes	signe
élèves	élève
faites-le	faites-le
parlera	parler
attirer	attirer
récompense	récompense
reconnu	reconnaître
irait	aller
loup	loup
traite	traite
lâchez-moi	lâchez-moi
ca.	ca.
vengeance	vengeance
imaginez	imaginer
navré	navrer
feront	faire
finis	finir
propose	proposer
forcé	forcé
lutte	lutte
opportunité	opportunité
personnage	personnage
2e	2e
boss	boss
arrêtes	arrêter
convaincu	convaincre
allons-nous	allons-nous
accompagner	accompagner
essayons	essayer
limite	limite
panique	panique
technologie	technologie
brillant	brillant
king	king
afrique	afrique
nourrir	nourrir
région	région
nathan	nathan
passent	passer
salaire	salaire
veille	veille
appelle-moi	appelle-moi
ceinture	ceinture
explication	explication
chansons	chanson
profond	profond
professionnel	professionnel
possède	posséder
étonnant	étonnant
venais	venir
casier	casier
jouez	jouer
roman	roman
sandwich	sandwich
arrives	arriver
nana	nana
nommé	nommer
incident	incident
retournez	retourner
sophie	sophie
potes	pote
comité	comité
chine	chine
technique	technique
haine	haine
identifier	identifier
célibataire	célibataire
jackie	jackie
annoncer	annoncer
portée	portée
fleur	fleur
roule	roule
palais	palais
tromper	tromper
lady	lady
attendait	attendre
jeudi	jeudi
abruti	abruti
disiez	dire
normalement	normalement
circonstances	circonstance
appelez-moi	appelez-moi
canapé	canapé
sommes-nous	sommes-nous
protège	protéger
est-à-dire	est-à-dire
affronter	affronter
connait	connait
élève	élève
pêche	pêche
masque	masque
couvert	couvert
extraordinaire	extraordinaire
malheur	malheur
sentais	sentir
royaume	royaume
porc	porc
envoyez	envoyer
brûle	brûler
entretien	entretien
vingt	vingt
objets	objet
gêne	gêne
bloc	bloc
aidera	aider
final	final
conduis	conduire
excellente	excellent
brûlé	brûlé
amanda	amanda
business	business
sauté	sauté
trouvent	trouver
ferez	faire
alarme	alarme
laisse-le	laisse-le
rencard	rencard
concentrer	concentrer
étoile	étoile
engager	engager
singe	singe
colle	colle
ooh	ooh
assistant	assistant
fallu	falloir
mm	mm
central	central
prisonniers	prisonnier
naturel	naturel
essayait	essayer
pardonnez-moi	pardonnez-moi
étape	étape
cage	cage
davantage	davantage
alliance	alliance
collègues	collègue
collier	collier
rayon	rayon
correct	correct
jesse	jesse
gâcher	gâcher
quant	quant
assassiné	assassiner
placard	placard
soif	soif
conditions	condition
min	min
remis	remis
russes	russe
miel	miel
personnellement	personnellement
entièrement	entièrement
howard	howard
impressionnant	impressionnant
passes	passé
créature	créature
black	black
lancé	lancé
kilomètres	kilométrer
sers	servir
échappé	échappé
parte	partir
prouve	prouver
associé	associé
monnaie	monnayer
dean	dean
moque	moque
voisin	voisin
clinique	clinique
tape	tape
têtes	tête
lentement	lentement
classique	classique
temple	temple
steven	steven
produits	produit
passion	passion
prenne	prendre
échoué	échouer
écouté	écouter
existence	existence
correspond	correspondre
analyse	analyse
retire	retirer
mystère	mystère
maîtresse	maîtresse
port	port
tension	tension
qualité	qualité
nationale	nationale
respecte	respecter
vierge	vierge
piano	piano
secteur	secteur
espérons	espérer
devoirs	devoir
pot	pot
contacter	contacter
secrète	secrète
dispute	dispute
cigarette	cigarette
manques	manque
bouffe	bouffe
jugement	jugement
idiots	idiot
courageux	courageux
limites	limite
bibliothèque	bibliothèque
désir	désir
condition	condition
sales	sale
courrier	courrier
volant	volant
merveilleuse	merveilleux
fumée	fumée
chanceux	chanceux
expert	expert
anne	anne
rick	rick
lève-toi	lève-toi
tasse	tasse
poussé	pousser
étrangers	étranger
censée	censé
permettez	permettre
hall	hall
approcher	approcher
that	that
greg	greg
pile	pile
japonais	japonais
soigner	soigner
urgences	urgence
effets	effet
essai	essai
fruits	fruit
yo	yo
remplir	remplir
commençons	commencer
miles	mile
donnera	donner
soins	soin
charlotte	charlotte
risqué	risquer
avouer	avouer
passés	passé
épreuve	épreuve
vivants	vivant
conduite	conduite
p	p
robin	robin
chffffff	chffffff
découvre	découvrir
avantage	avantage
retenir	retenir
love	lover
miroir	miroir
etat	etat
procédure	procédure
verres	verre
copie	copie
jaune	jaune
dames	dame
betty	betty
efforts	effort
proposé	proposer
blessée	blesser
crie	crier
voyager	voyager
disque	disque
golf	golf
annuler	annuler
section	section
catherine	catherine
aube	aube
précis	précis
appellerai	appeler
doug	doug
etes-vous	etes-vous
lumières	lumière
helen	helen
briser	briser
fait-il	fait-il
vampire	vampire
échec	échec
mexique	mexique
figure	figurer
repose	repose
urgent	urgent
profil	profil
médical	médical
chiffres	chiffre
carrément	carrément
pointe	pointe
is	is
interroger	interroger
sauce	sauce
séance	séance
fiancé	fiancé
chaude	chaude
sacs	sac
vivait	vivre
aimerai	aimer
alliez	allier
partage	partage
johnson	johnson
assise	assise
foot	foot
accusation	accusation
bagages	bagage
boule	boule
